,video_title
661,뉴진스(NewJeans)만 보면 하트💖가 튀어나와~ 귀엽고 사랑스런 뉴깅이들 하고 싶은 거 다해~요약ZIP EP.1(SUB)ㅣ#뉴진스코드in부산 #뉴진스컴백축하해
662,[ENG]최초공개! #뉴진스 혜인의 가방 속을 처음 공개합니다. 혜인이가 좋아하는 최애 키링들부터 민지 언니에게 선물 받은 아이템까지. 귀염막둥이의 가방 속에는 무엇이?
663,[자막뉴스] '하이브 신화에서 뉴진스 엄마' 민희진 결국 해외까지..
664,"[뉴스포커스] 김호중 ""음주운전 한 것 맞다""…입장 변화 이유는? / 연합뉴스TV (YonhapnewsTV)"
665,"하이브 - 민희진 법정공방…""뉴진스 차별"" vs ""가스라이팅"" / 연합뉴스TV (YonhapnewsTV)"
666,NewJeans (뉴진스) 'Hard to Love' Official MV (Performance ver.)
667,"민지, 하이브 내홍 속 팬들에게 메시지 ""뉴진스는 단단하다"""
668,'부처핸섬' 인기 얻고 밈도 섭렵…젊어진 부처님오신날 [굿모닝 MBN]
669,NewJeans (뉴진스) 'OMG' MV Reaction
670,안무가 부모님까지 화난 뉴진스
671,무인도에서 Hoo ooh ooh ooh (feat. 뉴진스)
672,뉴진스 또다른 숨겨진 채널 발견! #newjeans #뉴진스 #민희진 #hybe #단월드
673,A film by NewJeans 🎬 출연: 뉴진스 / 촬영: 뉴진스 / 편집: 뉴진스 #NewJeans #뉴진스 #NewJeans_OMG #NewJeans_Ditto
674,"[뉴스 '꾹'] ""한가인 씨에 죄송"" 폭발한 PD들..""방송재개 안 되면 강경투쟁"" (2024.05.14/MBC뉴스)"
675,NewJeans 뉴진스 - Perfect Night (LE SSERAFIM) ai cover
676,뉴진스의 신곡 Supernatural 작사•작곡에 참여한 퍼렐 윌리엄스(Pharrell williams)
677,[MMA2023ㅣ수상소감] NewJeans - 올해의 아티스트 | #NewJeans #MMA2023 #MMA
678,[단독]김호중 뺑소니 입건…사라진 블랙박스 메모리카드 | 뉴스A
679,알고보면 소름돋는 가사 newjeans - ASAP 가사해석 / 뉴진스
680,NewJeans (뉴진스) The 37th GOLDEN DISC AWARDS Dance Practice
681,"[뉴스초점] 김호중 ""진실 밝혀질 것"" 첫 입장…오늘도 공연 강행 / 연합뉴스TV (YonhapnewsTV)"
682,"3년 연속 5·18 기념식 찾은 尹‥ ""오월 정신, 자유민주주의 꽃"" - [LIVE] MBC 뉴스데스크 2024년 05월 18일"
683,떨리는 지금도 You’re on my mind 🧚‍♀#ImSuperShy #NewJeans #NewJeans_SuperShy #Time_to_NewJeans
684,NewJeans (뉴진스) 'Super Shy' on New Years Rockin' Eve on ABC (231231)
685,2024 미스춘향 (진) 미모의 김정윤님 뉴진스(NewJeans) Super Shy 무대
686,#해병대#군인#뜨거워지는심장 #광기 #광녀 #뉴진스 #민희진 #방시혁
687,민희진 운명의 날…가처분 심문｜지금 이 장면
688,"3년 연속 5·18 기념식 찾은 尹‥ ""오월 정신, 자유민주주의 꽃"" - [풀영상] MBC 뉴스데스크 2024년 05월 18일"
689,"""떨어졌을 때 들어가야""...미국 증시 투자 전략[염블리의 비밀노트/5월 3주차 ②]"
690,황금 막내의 황금 피지컬✨ #뉴진스 #혜인 [REAL NEWJEANS]
691,아침은 너무 멀어So say it 𝒹𝒾𝓉𝓉𝑜 💚#NewJeans #뉴진스 #NewJeans_OMG #NewJeans_Ditto #Year_of_NewJeans
692,"MBN 뉴스센터 [다시보기] 윤 대통령 5·18 기념식 3년 연속 참석…""풍요로운 미래가 오월 정신의 계승"" - 2024.5.18 방송"
693,뉴진스의 건강관리 비결 풍선껌 'Bubble Gum' #shorts#할명수#박명수
694,Supernatural - NEWJEANS (뉴진스) (AI)
695,"뉴진스 멤버들, 법원에 깜짝 탄원서 제출! 내용은 ???"
696,NewJeans (뉴진스) 'Lie' (AI)
697,"#뉴진스, KBS '2024 코리아 온 스테이지' 경복궁 근정전 메이킹 필름 공개 | KBS 2024 Korea On Stage, NewJeans Making Film"
698,[😡뒤질래]민희진 뉴진스 이를 추종하는 짐승들 _ 살포시 즈려밟고 나락가자/구제불능이다
699,누구보다도 💟#ImSuperShy 🎵#NewJeans #NewJeans_SuperShy #NewJeans_GetUp #Time_to_NewJeans
700,"[다시보기] 뉴스룸｜""윤 대통령 임기부터 1년 줄이자"" 조국이 쏘아올린 '개헌론' (24.5.17) / JTBC News"
701,갑자기 중앙선 넘더니 '쾅'…가수 김호중 '수상한' 뺑소니 / JTBC 뉴스룸
702,무꽃피 with us 😝#NewJeans #뉴진스 #NewJeans_OMG #NewJeans_Ditto#Year_of_NewJeans
703,Bubble Gum (New Jeans) / 뉴진스 / Lily Sue
704,불교가 이럴 줄은.. 뉴진스님에 난리난 이유 [shorts]
705,"민지, 하이브 내홍 속 팬들에게 메시지 ""뉴진스는 단단하다"" #민지"
706,4명만 컴백 뉴진스 멤버 활동 중단 컴백 함께하지 않아
707,NewJeans (뉴진즈) - Zero [Line Distribuition] [100% corected]
708,"[4K] '뉴진스 아끼는 거 맞으세요?' 민희진, 방시혁과 카톡 내용 공개하며 '억울함 호소' (‘어도어’ 민희진 대표 긴급 기자회견)"
709,"뉴진스, 걸그룹 최초 경복궁 근정전 앞에서 공연 / 연합뉴스TV (YonhapnewsTV)"
710,[MMA2023ㅣ수상소감] NewJeans - 베스트 그룹 여자 | #NewJeans #MMA2023 #MMA
711,"[이슈 직진] ""외쳐! 부처핸섬!"" 젊은 세대 사로잡은 '힙한 불교' #shorts #뉴스7 | MBN 240515 방송"
712,뉴진스 멕시코 그룹 표절이었네 #뉴진스
713,민지언니 해줘 #Hanni #ハニ #NewJeans
714,버니즈들 다독이는 씩씩한 '뉴진스 민지'
715,뉴진스랑 정반대 소녀 카리스마 컨셉 미쳤다
716,발소리만 듣고 뉴진스 안무 맞추기 가능?? #NEWJEANS #shorts
717,버니즈는 다 알아야 하는 뉴진스 해린의 숨은 매력 포인트 #버니즈 #뉴진스 #해린 #앞니 #총생
718,"[다시보기] 뉴스룸｜경찰, 순직 채상병 상관 대질조사…""해병대 수사문건에 상급 부대 지침"" (24.5.19) / JTBC News"
719,NewJeans Super Shy
720,"뉴진스,하이브,민희진갈등 #뉴진스 #하이브 #민희진 #방시혁 #bts #아미"
721,[쩜상 시크릿] 불타오르는 음식료주 이제 시작 ! 전선 랠리 고점은 언제까지???? #삼양식품 #ls에코에너지
722,[Audio Ver.] NewJeans (뉴진스) - Bubble Gum
723,팜르렁 #뉴진스 #하니 #해린 #혜인 #Newjeans 🎥 [Jeans' ZINE] 조금 이른 봄놀이 EP.2 비가 와도 직진 직진🛶 ｜ NewJeans
724,뉴진스 attention과 유사한 멜로디로 거론되고 있는 곡
725,민희진의 아이들 뉴진스의 bubble gum 남자버전으로 커버해보았다🔥!
726,"민희진, 뉴진스 개ㅆ욕 카톡내용 #민희진 #뉴진스 #하이브"
727,잠자는 막내와 나쁜 고양이 #뉴진스 #해린 #혜인 #Newjeans 🎥 [Light Jeans] 'Ditto' & 'OMG' Music Show Behind ｜ NewJeans
728,"[뉴진스] ""걸그룹 최초"" 경복궁 근정전 공연! 쿨윗유 티져 공개"
729,NewJeans 인기 있는 어쿠스틱 사랑 노래 커버 재생 목록 2024 ❤️ 인기 있는 사랑 노래의 부드러운 어쿠스틱 커버
730,DANCE] 12년생 설지수 JISU: 뉴진스 NewJeans '슈퍼 샤이 Super Shy': 케이팝 랜덤플레이댄스: 240511: DDP: DGDG RPD
731,뉴진스 뮤비에 늘 함께했던 아이템이 있다고?
732,"데뷔부터 3월까지 뉴진스 멤버 인기순위 From our debut until now, who is the member of NewJeans 22 8~24 3브랜드평판#민희진"
733,민희진(MINHEEJIN) - 'Bubble Gum' (뉴진스) AI Cover
734,"트로트 가수 김호중, 뺑소니 후 운전자 바꿔치기 의혹 [아침&매일경제]"
735,오늘은 이걸 보신 분들도 댓글로 썰을 풀어주세요. / 뉴진스 - Ditto (2024.05.11.토)
736,이때쯤 다시 보는 뉴진스 어텐션 무대🐰
737,"[핫클릭] 뉴진스, 걸그룹 최초 경복궁 근정전 공연 外 / 연합뉴스TV (YonhapnewsTV)"
738,#shorts 미니진의 둘째 딸들 [f(x) - 미행]
739,[풀영상] 뉴스광장 : 이란 대통령 헬기 추락…미·유럽 ‘촉각’ - 2024년 5월 20일(월) / KBS
740,킬포가 너무 많은 버블검 뮤비 #뉴진스 #민지 #하니 #다니엘 #해린 #혜인 #버니즈 #팜니쥬 #PhamneedU #PNU #NJS #newjeans
741,왜.. 물어본거야? #뉴진스 #민지 #혜인 #Newjeans 🎥 [ENG SUB] 기분이 나쁠 땐？ 뉴진스를 보세요😉👈🏻 ｜ 아이돌 인간극장
742,ILLOUIS (뉴진스) 'Super Shy' Official DEBUT M/V
743,"방시혁 하이브 아티스트 SNS 차별논란, 왜 뉴진스만 없을까? #shorts #르세라핌 #뉴진스"
744,"민희진 ""소설쓰기 멈추라"" vs 하이브 ""법정서 가려질 것"" / 연합뉴스TV (YonhapnewsTV)"
745,NewJeans (뉴진스) - Bubble Gum (1 HOUR LOOP) Lyrics | 1시간 가사
746,"[이슈 Pick? Pick!] 3년 연속 5·18 기념식 찾은 尹‥""오월 정신, 자유민주주의 꽃"" (2024.05.18)"
747,"[오늘세계는] 풀영상 - 중-러 정상, 회담에서 협력 강화키로 + 클럽에서 공연하는 뉴진스님, 입국 금지 호소한 말레이시아 속사정 外ㅣKBS 240517 방송"
748,[짱가라오케/노래방] NewJeans(뉴진스)-GODS (2023 League of Legends) (MR/Instrumental) [ZZang KARAOKE]
749,뉴진스 이번 신곡 레전드다ㅠ#뉴진스#bubble gum#하루한끼#shorts
750,🔴 다시 보는 주간 '조회수HOT' - 2024년 5월 19일 / SBS
751,누구한테 개뚱뚱 이라 했을까?
752,이쯤에서 복습하는 NewJeans - Hype Boy | Short Ver.
753,민희진 - ETA (NewJeans)
754,[자막뉴스] ＂부처핸섬!＂ 젊어진 부처님 오신 날 풍경 어땠나? | 이슈픽
755,???: 라이엇 다 컸네 뉴진스가 노래도 불러주고...
756,"[에디터픽] 김호중 ""술잔에 입 댔지만 안 마셨다""..검찰총장 대행 출신 변호사 선임 / YTN"
757,뉴진스 - Ditto (1시간) / 가사 Lyrics
758,김주하 AI 앵커가 전하는 5월 17일 MBN 뉴스7 주요뉴스
759,"민지, 하이브 내홍 속 팬들에게 메시지 ""뉴진스는 단단하다"" #민지"
760,NJ train never stop 🚂 #NewJeans #뉴진스 #NewJeans_OMG #NewJeans_Ditto #Year_of_NewJeans
761,[짱가라오케/노래방] NewJeans(뉴진스)-GODS (2023 League of Legends) (Melody) [ZZang KARAOKE]
762,Hype Boy「NewJeans 뉴진스」【才羽ミドリ&才羽モモイ】MMD 4K 歌詞 字幕
763,다른 아이돌 춤 다 아는 민지
764,민희진 MINHEEJIN '엄마 따라 올 사람? (feat. 1990's NewJeans)' Official MV
765,New Jeans 뉴진스 - Bubble Gum 💙 Cover I memoriesbyJ I
766,대한민국은 출산율이 아니라 갬성때문에 망한다 (민희진 그리고 김호중)
767,민지 해린 다니엘 하니 혜인 중 한명
768,공개된 아일릿 새 안무에 나온 반응 #shorts
769,민희진 MINHEEJIN '뉴엄마 FreeStyle' Official MV
770,"[자막뉴스] ""무례함 선 넘었다"" 피식대학, 지역 비하 뭐길래? / 채널A"
771,[1 HOUR] NewJeans (뉴진스) 'Bubble Gum' Lyrics (뉴진스 Bubble Gum 가사) [Color Coded Han_Rom_Eng]
772,ㅎㅎ프랭크 밟으실 수 있죠?
773,[AI보컬커버] 뉴진스(NewJeans) - Ditto
774,#shorts 미니진의 첫째 딸들 [NEWJEANS - Get Up]
775,[미리보는오늘] 박정훈 전 해병대수사단장 4차 공판...'민희진·하이브' 의결권 행사금지... / YTN
776,𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭 내가 들으려고 만든 뉴진스 노래모음 (1Hour Loop)
777,"김호중 뺑소니 논란, 일파만파...하이브-민희진 사태 분수령 / YTN"
778,실시간 진짜로 스포 뜬 뉴진스 신곡...? #뉴진스 #newjeans #kpop #노래
779,실시간 진심으로 스포 뜬 뉴진스 신곡...? #뉴진스 #newjeans
780,New Jin's World (feat. MHJ) #민희진송 #hiphop #minheejin
781,뮤진 (MUZIN) - NewJeans | 가사 (Lyrics)
782,어서오세요🙋🏻주문하신 재즈 한 잔 나왔습니다🥤카페 림림에서 들을 수 있는 재즈플리💕 l Coffee&Jazz l Relaxing Jazz Piano Music for Cafe
783,"❤️Attention - Jeans(Original NewJeans)❤️ 원조 뉴진스, 멕시코 걸그룹 진스(Jeans)🤭🔪"
784,((민지))
785,[2024.05] NewJeans is Back with Sweet New Songs
786,NewJeans (Trap ver.)
787,쁘띠 마망
788,"☕모던하고 근사한 분위기의 보사노바 재즈 Playlist/ Bossa Nova Jazz Playlist / 카페, 매장음악 / Jazz for Cafe, Study, Work"
789,[이시각헤드라인] 5월 17일 뉴스투나잇 / 연합뉴스TV (YonhapnewsTV)
790,"How Would NewJeans Sing 'Earth, Wind & Fire' ?"
791,Karaoke!
792,뉴진스의 버블검
793,Heejeans - hype odor
794,"[전격시사] 풀영상 | [이정식] 노동개혁 현주소와 노동시장 현황·과제는? | [김성태] '특검법,거부권,전당대회'…견해는? | KBS 240516 방송"
795,4세대 여돌 슈퍼믹스 (aespa+LE SSERAFIM+NewJeans+NMIXX+IVE+STAYC)
796,뉴욕의 연인들 (2011)
797,[DEBUT]VIGILLANTE - GODS ORIGINAL SONG BY @NewJeans_official
798,채 상병 특검법 재의요구 규탄 야당-시민사회 공동기자회견 - [끝까지LIVE] MBC 중계방송 2024년 05월 21일
799,"[에디터픽] '채 상병 특검' 尹 10번째 거부권 임박, ""바이든도 11번"" vs ""역대 최악 대통령"""
800,"Playlist: 아침에 듣기 좋은 상쾌한 팝송 모음 🍀 도입부 부터 좋은, 적당히 리듬타는 노래 모음"
801,해린은 어떻게 뉴진스 대표 춤꾼이 되었을까?
802,[😡뒤질래] 뉴진스 욕하고 여성들 비하하는 악마같은 민희진 카톡 내용/살포시 즈려밟고 나락가자
803,[😡뒤질래] 뉴진스 탄원서 낸 가운데 하이브 방시혁 첫 입장문 발표
804,슈가 앤 스타
